team,venue,pt_idx,x_ft,y_ft,angle_deg,dist_ft
Arizona Diamondbacks,Chase Field,1,-245.3,219.6,-48.16,329.2
Arizona Diamondbacks,Chase Field,2,-234.2,211.3,-47.94,315.4
Arizona Diamondbacks,Chase Field,3,-224,200.9,-48.11,300.9
Arizona Diamondbacks,Chase Field,4,-213.8,190.5,-48.3,286.4
Arizona Diamondbacks,Chase Field,5,-203.6,180,-48.52,271.8
Arizona Diamondbacks,Chase Field,6,-193.4,169.6,-48.75,257.2
Arizona Diamondbacks,Chase Field,7,-183.5,158.9,-49.11,242.7
Arizona Diamondbacks,Chase Field,8,-176.2,146.3,-50.3,229
Arizona Diamondbacks,Chase Field,9,-168.9,133.7,-51.64,215.4
Arizona Diamondbacks,Chase Field,10,-161.6,121,-53.18,201.9
Arizona Diamondbacks,Chase Field,11,-154.3,108.4,-54.91,188.6
Arizona Diamondbacks,Chase Field,12,-147,95.8,-56.91,175.5
Arizona Diamondbacks,Chase Field,13,-139.6,83.1,-59.24,162.5
Arizona Diamondbacks,Chase Field,14,-132.3,70.5,-61.95,149.9
Arizona Diamondbacks,Chase Field,15,-126.2,60,-64.57,139.7
Arizona Diamondbacks,Chase Field,16,-123,56.5,-65.33,135.4
Arizona Diamondbacks,Chase Field,17,-115.7,48.8,-67.13,125.6
Arizona Diamondbacks,Chase Field,18,-105.3,37.7,-70.3,111.8
Arizona Diamondbacks,Chase Field,19,-92.6,24.2,-75.35,95.7
Arizona Diamondbacks,Chase Field,20,-78.5,9.4,-83.17,79.1
Arizona Diamondbacks,Chase Field,21,-63.9,-5.8,-95.19,64.2
Arizona Diamondbacks,Chase Field,22,-49.7,-20.3,-112.22,53.7
Arizona Diamondbacks,Chase Field,23,-36.9,-33.3,-132.06,49.7
Arizona Diamondbacks,Chase Field,24,-26.2,-43.6,-149,50.9
Arizona Diamondbacks,Chase Field,25,-18.7,-50.3,-159.61,53.7
Arizona Diamondbacks,Chase Field,26,-11,-54.6,-168.61,55.7
Arizona Diamondbacks,Chase Field,27,3.3,-57,176.69,57.1
Arizona Diamondbacks,Chase Field,28,17.3,-53.2,161.99,55.9
Arizona Diamondbacks,Chase Field,29,23.4,-49,154.47,54.3
Arizona Diamondbacks,Chase Field,30,31.9,-41.1,142.18,52
Arizona Diamondbacks,Chase Field,31,43.2,-29.8,124.6,52.5
Arizona Diamondbacks,Chase Field,32,56.3,-16.1,105.96,58.6
Arizona Diamondbacks,Chase Field,33,70.5,-1.1,90.89,70.5
Arizona Diamondbacks,Chase Field,34,84.7,14.3,80.42,85.9
Arizona Diamondbacks,Chase Field,35,98.2,28.9,73.6,102.4
Arizona Diamondbacks,Chase Field,36,110,41.8,69.19,117.7
Arizona Diamondbacks,Chase Field,37,119.2,52,66.43,130
Arizona Diamondbacks,Chase Field,38,124.9,58.4,64.94,137.9
Arizona Diamondbacks,Chase Field,39,128,62.7,63.9,142.5
Arizona Diamondbacks,Chase Field,40,135.3,75.3,60.9,154.8
Arizona Diamondbacks,Chase Field,41,142.6,87.9,58.35,167.5
Arizona Diamondbacks,Chase Field,42,149.9,100.6,56.13,180.5
Arizona Diamondbacks,Chase Field,43,157.2,113.2,54.24,193.7
Arizona Diamondbacks,Chase Field,44,164.5,125.8,52.59,207.1
Arizona Diamondbacks,Chase Field,45,171.8,138.5,51.13,220.7
Arizona Diamondbacks,Chase Field,46,179.1,151.1,49.85,234.3
Arizona Diamondbacks,Chase Field,47,187.2,163.1,48.94,248.3
Arizona Diamondbacks,Chase Field,48,197.5,173.5,48.7,262.9
Athletics,Sutter Health Park,1,27.8,-84.9,161.87,89.3
Athletics,Sutter Health Park,2,39,-74.8,152.46,84.4
Athletics,Sutter Health Park,3,50.3,-64.7,142.14,82
Athletics,Sutter Health Park,4,61.6,-54.6,131.55,82.3
Athletics,Sutter Health Park,5,72.9,-44.6,121.46,85.5
Athletics,Sutter Health Park,6,75,-43.4,120.06,86.7
Athletics,Sutter Health Park,7,78.5,-42.2,118.26,89.1
Athletics,Sutter Health Park,8,84,-40.1,115.52,93.1
Athletics,Sutter Health Park,9,91.4,-36.8,111.93,98.5
Athletics,Sutter Health Park,10,100.2,-32.4,107.92,105.3
Athletics,Sutter Health Park,11,110.1,-26.5,103.53,113.2
Athletics,Sutter Health Park,12,120.9,-19.3,99.07,122.4
Athletics,Sutter Health Park,13,132.3,-10.4,94.49,132.7
Athletics,Sutter Health Park,14,143.9,0.2,89.92,143.9
Athletics,Sutter Health Park,15,155.3,12.7,85.32,155.8
Athletics,Sutter Health Park,16,166.4,27.1,80.75,168.6
Athletics,Sutter Health Park,17,176.8,43.6,76.15,182.1
Athletics,Sutter Health Park,18,186.2,62.4,71.47,196.4
Athletics,Sutter Health Park,19,194.2,83.5,66.73,211.4
Athletics,Sutter Health Park,20,200.6,107.1,61.9,227.4
Athletics,Sutter Health Park,21,205.1,133.3,56.98,244.6
Athletics,Sutter Health Park,22,210.1,155.4,53.51,261.3
Athletics,Sutter Health Park,23,219,167.7,52.56,275.8
Athletics,Sutter Health Park,24,227.9,179.9,51.71,290.3
Athletics,Sutter Health Park,25,236.8,192.2,50.94,305
Athletics,Sutter Health Park,26,245.7,204.4,50.24,319.6
Athletics,Sutter Health Park,27,247.1,217.6,48.63,329.3
Athletics,Sutter Health Park,28,241.5,231.7,46.19,334.7
Athletics,Sutter Health Park,29,235.4,245.5,43.8,340.1
Athletics,Sutter Health Park,30,229.2,259.3,41.47,346.1
Athletics,Sutter Health Park,31,223.1,273.2,39.24,352.7
Athletics,Sutter Health Park,32,216.9,287,37.08,359.7
Athletics,Sutter Health Park,33,210.7,300.8,35.01,367.3
Athletics,Sutter Health Park,34,199.9,310.1,32.81,368.9
Athletics,Sutter Health Park,35,186,315.9,30.49,366.6
Athletics,Sutter Health Park,36,172,321.8,28.12,364.9
Athletics,Sutter Health Park,37,158.1,327.7,25.76,363.8
Athletics,Sutter Health Park,38,144.4,334,23.38,363.9
Athletics,Sutter Health Park,39,131.9,342.6,21.06,367.1
Athletics,Sutter Health Park,40,119.7,351.6,18.8,371.4
Athletics,Sutter Health Park,41,107.5,360.4,16.61,376.1
Athletics,Sutter Health Park,42,95.2,369.2,14.46,381.3
Athletics,Sutter Health Park,43,82.8,378,12.36,387
Athletics,Sutter Health Park,44,69.5,385.2,10.23,391.4
Athletics,Sutter Health Park,45,55.8,391.6,8.11,395.6
Athletics,Sutter Health Park,46,42.1,398,6.04,400.2
Athletics,Sutter Health Park,47,27.8,402.4,3.95,403.4
Athletics,Sutter Health Park,48,12.7,402.4,1.81,402.6
Atlanta Braves,Truist Park,1,236.6,227.1,46.17,328
Atlanta Braves,Truist Park,2,226.4,217,46.21,313.6
Atlanta Braves,Truist Park,3,216.2,206.9,46.26,299.2
Atlanta Braves,Truist Park,4,206,196.8,46.31,284.9
Atlanta Braves,Truist Park,5,204.4,184.1,47.99,275.1
Atlanta Braves,Truist Park,6,204.4,169.8,50.28,265.7
Atlanta Braves,Truist Park,7,200.8,155.9,52.17,254.2
Atlanta Braves,Truist Park,8,193.8,143.7,53.44,241.3
Atlanta Braves,Truist Park,9,189.9,138.9,53.82,235.3
Atlanta Braves,Truist Park,10,183.6,131.3,54.43,225.7
Atlanta Braves,Truist Park,11,175.4,121.3,55.33,213.3
Atlanta Braves,Truist Park,12,165.4,109.3,56.54,198.3
Atlanta Braves,Truist Park,13,154.2,95.8,58.15,181.5
Atlanta Braves,Truist Park,14,142,81,60.3,163.5
Atlanta Braves,Truist Park,15,129.1,65.6,63.06,144.8
Atlanta Braves,Truist Park,16,116,49.8,66.77,126.2
Atlanta Braves,Truist Park,17,103,34.1,71.68,108.5
Atlanta Braves,Truist Park,18,90.3,18.8,78.24,92.2
Atlanta Braves,Truist Park,19,78.4,4.5,86.71,78.5
Atlanta Braves,Truist Park,20,67.6,-8.5,97.17,68.1
Atlanta Braves,Truist Park,21,58.2,-19.7,108.7,61.4
Atlanta Braves,Truist Park,22,50.7,-28.9,119.68,58.4
Atlanta Braves,Truist Park,23,45.2,-35.4,128.07,57.4
Atlanta Braves,Truist Park,24,42.3,-39,132.68,57.5
Atlanta Braves,Truist Park,25,41.3,-40.1,134.16,57.6
Atlanta Braves,Truist Park,26,36.6,-45,140.88,58
Atlanta Braves,Truist Park,27,27.6,-52.3,152.18,59.1
Atlanta Braves,Truist Park,28,15,-58.9,165.71,60.8
Atlanta Braves,Truist Park,29,-0.4,-61.9,-179.63,61.9
Atlanta Braves,Truist Park,30,-18,-58.3,-162.84,61
Atlanta Braves,Truist Park,31,-37,-45,-140.57,58.3
Atlanta Braves,Truist Park,32,-47.9,-32.8,-124.4,58.1
Atlanta Braves,Truist Park,33,-57.4,-21.9,-110.88,61.4
Atlanta Braves,Truist Park,34,-66.8,-11.1,-99.43,67.7
Atlanta Braves,Truist Park,35,-76.2,-0.2,-90.15,76.2
Atlanta Braves,Truist Park,36,-85.6,10.6,-82.94,86.3
Atlanta Braves,Truist Park,37,-95,21.5,-77.25,97.4
Atlanta Braves,Truist Park,38,-104.4,32.3,-72.81,109.3
Atlanta Braves,Truist Park,39,-113.9,43.2,-69.23,121.8
Atlanta Braves,Truist Park,40,-123.3,54,-66.35,134.6
Atlanta Braves,Truist Park,41,-132.7,64.9,-63.94,147.7
Atlanta Braves,Truist Park,42,-142.1,75.7,-61.95,161
Atlanta Braves,Truist Park,43,-151.5,86.6,-60.25,174.5
Atlanta Braves,Truist Park,44,-160.9,97.4,-58.81,188.1
Atlanta Braves,Truist Park,45,-170.4,108.3,-57.56,201.9
Atlanta Braves,Truist Park,46,-179.8,119.1,-56.48,215.7
Atlanta Braves,Truist Park,47,-189.2,130,-55.51,229.6
Atlanta Braves,Truist Park,48,-198.6,140.8,-54.66,243.4
Baltimore Orioles,Oriole Park at Camden Yards,1,233.3,222.6,46.34,322.5
Baltimore Orioles,Oriole Park at Camden Yards,2,227.3,236.4,43.88,327.9
Baltimore Orioles,Oriole Park at Camden Yards,3,222.4,250.7,41.58,335.1
Baltimore Orioles,Oriole Park at Camden Yards,4,217.4,265.1,39.35,342.8
Baltimore Orioles,Oriole Park at Camden Yards,5,212.5,279.4,37.26,351
Baltimore Orioles,Oriole Park at Camden Yards,6,207.5,293.7,35.24,359.6
Baltimore Orioles,Oriole Park at Camden Yards,7,201.5,306.5,33.32,366.8
Baltimore Orioles,Oriole Park at Camden Yards,8,186.3,306.9,31.26,359
Baltimore Orioles,Oriole Park at Camden Yards,9,173.1,311,29.1,355.9
Baltimore Orioles,Oriole Park at Camden Yards,10,164.7,323.6,26.97,363.1
Baltimore Orioles,Oriole Park at Camden Yards,11,156.2,336.1,24.93,370.6
Baltimore Orioles,Oriole Park at Camden Yards,12,147.7,348.7,22.96,378.7
Baltimore Orioles,Oriole Park at Camden Yards,13,140,361.6,21.16,387.8
Baltimore Orioles,Oriole Park at Camden Yards,14,136.6,369.2,20.3,393.7
Baltimore Orioles,Oriole Park at Camden Yards,15,123.1,370.1,18.4,390
Baltimore Orioles,Oriole Park at Camden Yards,16,108.5,374.1,16.17,389.5
Baltimore Orioles,Oriole Park at Camden Yards,17,93.8,378.1,13.93,389.6
Baltimore Orioles,Oriole Park at Camden Yards,18,79.2,382.1,11.71,390.2
Baltimore Orioles,Oriole Park at Camden Yards,19,64.6,386.1,9.5,391.5
Baltimore Orioles,Oriole Park at Camden Yards,20,50,390.1,7.3,393.3
Baltimore Orioles,Oriole Park at Camden Yards,21,35.3,394.1,5.12,395.7
Baltimore Orioles,Oriole Park at Camden Yards,22,20.7,398.1,2.98,398.6
Baltimore Orioles,Oriole Park at Camden Yards,23,6.1,402.1,0.87,402.1
Baltimore Orioles,Oriole Park at Camden Yards,24,-8.6,406.1,-1.21,406.2
Baltimore Orioles,Oriole Park at Camden Yards,25,-23.2,410.1,-3.24,410.8
Baltimore Orioles,Oriole Park at Camden Yards,26,-37.1,410.1,-5.17,411.8
Baltimore Orioles,Oriole Park at Camden Yards,27,-49.7,401.5,-7.06,404.6
Baltimore Orioles,Oriole Park at Camden Yards,28,-62.2,392.9,-9,397.8
Baltimore Orioles,Oriole Park at Camden Yards,29,-74.7,384.4,-11,391.6
Baltimore Orioles,Oriole Park at Camden Yards,30,-87.2,375.8,-13.06,385.8
Baltimore Orioles,Oriole Park at Camden Yards,31,-99.7,367.2,-15.19,380.5
Baltimore Orioles,Oriole Park at Camden Yards,32,-110,370.3,-16.54,386.3
Baltimore Orioles,Oriole Park at Camden Yards,33,-118.6,382.8,-17.21,400.8
Baltimore Orioles,Oriole Park at Camden Yards,34,-130,380.2,-18.88,401.8
Baltimore Orioles,Oriole Park at Camden Yards,35,-142.6,371.7,-20.99,398.1
Baltimore Orioles,Oriole Park at Camden Yards,36,-155.1,363.2,-23.12,394.9
Baltimore Orioles,Oriole Park at Camden Yards,37,-167.7,354.7,-25.3,392.3
Baltimore Orioles,Oriole Park at Camden Yards,38,-180.2,346.2,-27.5,390.3
Baltimore Orioles,Oriole Park at Camden Yards,39,-192.8,337.7,-29.72,388.9
Baltimore Orioles,Oriole Park at Camden Yards,40,-205.3,329.2,-31.95,388
Baltimore Orioles,Oriole Park at Camden Yards,41,-217.9,320.7,-34.19,387.7
Baltimore Orioles,Oriole Park at Camden Yards,42,-230.4,312.2,-36.43,388
Baltimore Orioles,Oriole Park at Camden Yards,43,-243,303.7,-38.66,389
Baltimore Orioles,Oriole Park at Camden Yards,44,-249.9,290.6,-40.69,383.3
Baltimore Orioles,Oriole Park at Camden Yards,45,-254.5,276.5,-42.63,375.8
Baltimore Orioles,Oriole Park at Camden Yards,46,-249.9,262.1,-43.64,362.1
Baltimore Orioles,Oriole Park at Camden Yards,47,-245.3,247.6,-44.73,348.5
Baltimore Orioles,Oriole Park at Camden Yards,48,-243.7,233.7,-46.2,337.6
Boston Red Sox,Fenway Park,1,222.1,209.1,46.73,305
Boston Red Sox,Fenway Park,2,228.3,222.5,45.74,318.8
Boston Red Sox,Fenway Park,3,234.5,235.9,44.83,332.6
Boston Red Sox,Fenway Park,4,240.8,249.2,44.02,346.5
Boston Red Sox,Fenway Park,5,246.7,262.7,43.2,360.4
Boston Red Sox,Fenway Park,6,250.9,276.7,42.2,373.5
Boston Red Sox,Fenway Park,7,248,291,40.44,382.3
Boston Red Sox,Fenway Park,8,239.1,302.6,38.31,385.7
Boston Red Sox,Fenway Park,9,226,309.3,36.15,383.1
Boston Red Sox,Fenway Park,10,212.8,315.9,33.97,380.9
Boston Red Sox,Fenway Park,11,199.6,322.4,31.76,379.2
Boston Red Sox,Fenway Park,12,186.4,329,29.53,378.1
Boston Red Sox,Fenway Park,13,173.2,335.5,27.3,377.6
Boston Red Sox,Fenway Park,14,160,342.1,25.07,377.7
Boston Red Sox,Fenway Park,15,146.8,348.6,22.84,378.2
Boston Red Sox,Fenway Park,16,133.6,355.2,20.61,379.5
Boston Red Sox,Fenway Park,17,120.4,361.7,18.41,381.2
Boston Red Sox,Fenway Park,18,107.2,368.3,16.23,383.6
Boston Red Sox,Fenway Park,19,95.7,376.3,14.27,388.3
Boston Red Sox,Fenway Park,20,91.2,390.3,13.15,400.8
Boston Red Sox,Fenway Park,21,86.4,404.2,12.07,413.3
Boston Red Sox,Fenway Park,22,77,410.6,10.62,417.8
Boston Red Sox,Fenway Park,23,62.8,406.8,8.78,411.6
Boston Red Sox,Fenway Park,24,48.6,402.9,6.88,405.8
Boston Red Sox,Fenway Park,25,34.4,399,4.93,400.5
Boston Red Sox,Fenway Park,26,20.1,395.2,2.91,395.7
Boston Red Sox,Fenway Park,27,5.9,391.4,0.86,391.4
Boston Red Sox,Fenway Park,28,-8.3,387.5,-1.23,387.6
Boston Red Sox,Fenway Park,29,-22.5,383.7,-3.36,384.4
Boston Red Sox,Fenway Park,30,-36.7,379.8,-5.52,381.6
Boston Red Sox,Fenway Park,31,-50.2,379.2,-7.54,382.5
Boston Red Sox,Fenway Park,32,-61.7,379.3,-9.24,384.3
Boston Red Sox,Fenway Park,33,-72.1,369,-11.06,376
Boston Red Sox,Fenway Park,34,-82.4,358.4,-12.95,367.8
Boston Red Sox,Fenway Park,35,-92.9,348,-14.95,360.2
Boston Red Sox,Fenway Park,36,-103.3,337.6,-17.01,353.1
Boston Red Sox,Fenway Park,37,-113.6,327.1,-19.15,346.3
Boston Red Sox,Fenway Park,38,-124,316.6,-21.39,340
Boston Red Sox,Fenway Park,39,-134.5,306.3,-23.71,334.5
Boston Red Sox,Fenway Park,40,-145,296,-26.1,329.6
Boston Red Sox,Fenway Park,41,-155.3,285.5,-28.54,325
Boston Red Sox,Fenway Park,42,-165.7,275.1,-31.06,321.1
Boston Red Sox,Fenway Park,43,-176.2,264.7,-33.65,318
Boston Red Sox,Fenway Park,44,-186.6,254.3,-36.27,315.4
Boston Red Sox,Fenway Park,45,-197,243.8,-38.94,313.4
Boston Red Sox,Fenway Park,46,-207.5,233.5,-41.63,312.4
Boston Red Sox,Fenway Park,47,-217.9,223,-44.34,311.8
Boston Red Sox,Fenway Park,48,-225.1,212.6,-46.64,309.6
Chicago Cubs,Wrigley Field,1,260,243.7,46.85,356.4
Chicago Cubs,Wrigley Field,2,250.7,255.2,44.49,357.7
Chicago Cubs,Wrigley Field,3,241.2,266.7,42.13,359.6
Chicago Cubs,Wrigley Field,4,231.8,278.2,39.8,362.1
Chicago Cubs,Wrigley Field,5,222.3,289.6,37.51,365.1
Chicago Cubs,Wrigley Field,6,211.2,298.6,35.27,365.7
Chicago Cubs,Wrigley Field,7,196.7,296.1,33.6,355.5
Chicago Cubs,Wrigley Field,8,184.4,303.5,31.28,355.1
Chicago Cubs,Wrigley Field,9,174,314.1,28.98,359.1
Chicago Cubs,Wrigley Field,10,163.5,324.7,26.73,363.5
Chicago Cubs,Wrigley Field,11,153,335.2,24.53,368.5
Chicago Cubs,Wrigley Field,12,142.6,345.8,22.41,374
Chicago Cubs,Wrigley Field,13,132.1,356.3,20.34,380
Chicago Cubs,Wrigley Field,14,121.6,366.8,18.34,386.4
Chicago Cubs,Wrigley Field,15,110,376.2,16.3,392
Chicago Cubs,Wrigley Field,16,97.6,384.3,14.25,396.5
Chicago Cubs,Wrigley Field,17,84.4,391.2,12.17,400.2
Chicago Cubs,Wrigley Field,18,70.6,396.6,10.09,402.8
Chicago Cubs,Wrigley Field,19,56.3,400.7,8,404.6
Chicago Cubs,Wrigley Field,20,41.6,402.8,5.9,404.9
Chicago Cubs,Wrigley Field,21,26.7,403.7,3.78,404.6
Chicago Cubs,Wrigley Field,22,11.9,402.4,1.69,402.6
Chicago Cubs,Wrigley Field,23,-2.7,400,-0.39,400
Chicago Cubs,Wrigley Field,24,-17.1,396.1,-2.47,396.5
Chicago Cubs,Wrigley Field,25,-30.3,389.4,-4.45,390.6
Chicago Cubs,Wrigley Field,26,-43.2,381.9,-6.45,384.3
Chicago Cubs,Wrigley Field,27,-55.8,374.1,-8.48,378.2
Chicago Cubs,Wrigley Field,28,-68.6,366.4,-10.6,372.8
Chicago Cubs,Wrigley Field,29,-81.2,358.6,-12.76,367.7
Chicago Cubs,Wrigley Field,30,-93.9,350.8,-14.99,363.1
Chicago Cubs,Wrigley Field,31,-106.6,343.1,-17.26,359.3
Chicago Cubs,Wrigley Field,32,-119.3,335.4,-19.58,356
Chicago Cubs,Wrigley Field,33,-132,327.6,-21.95,353.2
Chicago Cubs,Wrigley Field,34,-144.7,319.8,-24.35,351
Chicago Cubs,Wrigley Field,35,-157.4,312.1,-26.76,349.5
Chicago Cubs,Wrigley Field,36,-170.7,305.8,-29.17,350.2
Chicago Cubs,Wrigley Field,37,-185,303.9,-31.33,355.8
Chicago Cubs,Wrigley Field,38,-196.7,294.8,-33.71,354.4
Chicago Cubs,Wrigley Field,39,-208.1,285.3,-36.11,353.1
Chicago Cubs,Wrigley Field,40,-219.5,275.7,-38.53,352.4
Chicago Cubs,Wrigley Field,41,-230.9,266.1,-40.95,352.3
Chicago Cubs,Wrigley Field,42,-242.3,256.5,-43.37,352.8
Chicago Cubs,Wrigley Field,43,-253.8,247.1,-45.77,354.2
Chicago Cubs,Wrigley Field,44,-251.6,236.4,-46.78,345.2
Chicago Cubs,Wrigley Field,45,-241.1,225.9,-46.86,330.4
Chicago Cubs,Wrigley Field,46,-230.5,215.4,-46.94,315.5
Chicago Cubs,Wrigley Field,47,-220,204.8,-47.05,300.6
Chicago Cubs,Wrigley Field,48,-209.8,194.1,-47.23,285.8
Chicago White Sox,Rate Field,1,247.4,235.9,46.36,341.8
Chicago White Sox,Rate Field,2,237.8,246.6,43.96,342.6
Chicago White Sox,Rate Field,3,228.2,257.4,41.56,344
Chicago White Sox,Rate Field,4,218.5,268,39.19,345.8
Chicago White Sox,Rate Field,5,208.9,278.8,36.84,348.4
Chicago White Sox,Rate Field,6,199.3,289.6,34.54,351.6
Chicago White Sox,Rate Field,7,189.8,300.4,32.29,355.3
Chicago White Sox,Rate Field,8,180.1,311.1,30.07,359.5
Chicago White Sox,Rate Field,9,170.4,321.7,27.91,364
Chicago White Sox,Rate Field,10,160.7,332.4,25.8,369.2
Chicago White Sox,Rate Field,11,151,343.1,23.75,374.9
Chicago White Sox,Rate Field,12,140.5,352.9,21.71,379.8
Chicago White Sox,Rate Field,13,129.3,362,19.66,384.4
Chicago White Sox,Rate Field,14,117.4,370,17.6,388.2
Chicago White Sox,Rate Field,15,105.1,377.6,15.55,392
Chicago White Sox,Rate Field,16,91.9,383.2,13.49,394.1
Chicago White Sox,Rate Field,17,78.5,388.7,11.42,396.5
Chicago White Sox,Rate Field,18,65.1,393.9,9.38,399.2
Chicago White Sox,Rate Field,19,52.3,400.5,7.44,403.9
Chicago White Sox,Rate Field,20,39.2,406,5.51,407.9
Chicago White Sox,Rate Field,21,24.8,406.3,3.49,407.1
Chicago White Sox,Rate Field,22,10.4,406.3,1.47,406.4
Chicago White Sox,Rate Field,23,-4,406.3,-0.56,406.3
Chicago White Sox,Rate Field,24,-18.4,406.3,-2.59,406.7
Chicago White Sox,Rate Field,25,-32.8,406.3,-4.62,407.6
Chicago White Sox,Rate Field,26,-46.6,403.2,-6.59,405.9
Chicago White Sox,Rate Field,27,-59,395.8,-8.48,400.2
Chicago White Sox,Rate Field,28,-71.7,389.1,-10.44,395.7
Chicago White Sox,Rate Field,29,-85.1,383.7,-12.51,393
Chicago White Sox,Rate Field,30,-98.3,377.9,-14.58,390.5
Chicago White Sox,Rate Field,31,-110.7,370.5,-16.64,386.7
Chicago White Sox,Rate Field,32,-122.7,362.6,-18.7,382.8
Chicago White Sox,Rate Field,33,-134.1,353.8,-20.76,378.4
Chicago White Sox,Rate Field,34,-144.6,344,-22.8,373.2
Chicago White Sox,Rate Field,35,-154.9,333.8,-24.89,368
Chicago White Sox,Rate Field,36,-165.2,323.8,-27.03,363.5
Chicago White Sox,Rate Field,37,-175.5,313.7,-29.22,359.5
Chicago White Sox,Rate Field,38,-185.8,303.7,-31.46,356
Chicago White Sox,Rate Field,39,-196.1,293.6,-33.74,353.1
Chicago White Sox,Rate Field,40,-205.5,282.7,-36.01,349.5
Chicago White Sox,Rate Field,41,-214.1,271.1,-38.3,345.4
Chicago White Sox,Rate Field,42,-222.7,259.6,-40.62,342
Chicago White Sox,Rate Field,43,-231.3,248,-43,339.1
Chicago White Sox,Rate Field,44,-239.8,236.3,-45.42,336.7
Chicago White Sox,Rate Field,45,-248.5,224.9,-47.85,335.2
Chicago White Sox,Rate Field,46,-241.4,215,-48.31,323.3
Chicago White Sox,Rate Field,47,-230.6,205.4,-48.31,308.8
Chicago White Sox,Rate Field,48,-220.8,194.9,-48.57,294.5
Cincinnati Reds,Great American Ball Park,1,-241.8,221.1,-47.56,327.6
Cincinnati Reds,Great American Ball Park,2,-231.8,211,-47.69,313.5
Cincinnati Reds,Great American Ball Park,3,-221.8,201,-47.82,299.3
Cincinnati Reds,Great American Ball Park,4,-211.7,191,-47.94,285.1
Cincinnati Reds,Great American Ball Park,5,-201.7,180.9,-48.11,270.9
Cincinnati Reds,Great American Ball Park,6,-191.7,170.9,-48.28,256.8
Cincinnati Reds,Great American Ball Park,7,-181.6,160.8,-48.48,242.6
Cincinnati Reds,Great American Ball Park,8,-171.6,150.8,-48.69,228.4
Cincinnati Reds,Great American Ball Park,9,-161.6,140.7,-48.95,214.3
Cincinnati Reds,Great American Ball Park,10,-151.5,130.7,-49.22,200.1
Cincinnati Reds,Great American Ball Park,11,-146,117.8,-51.1,187.6
Cincinnati Reds,Great American Ball Park,12,-141.4,104.4,-53.56,175.8
Cincinnati Reds,Great American Ball Park,13,-136.8,91,-56.37,164.3
Cincinnati Reds,Great American Ball Park,14,-132.2,77.5,-59.62,153.2
Cincinnati Reds,Great American Ball Park,15,-127.6,64.1,-63.33,142.8
Cincinnati Reds,Great American Ball Park,16,-123.3,56.2,-65.5,135.5
Cincinnati Reds,Great American Ball Park,17,-116.5,46.2,-68.37,125.3
Cincinnati Reds,Great American Ball Park,18,-107.4,33,-72.92,112.4
Cincinnati Reds,Great American Ball Park,19,-96.8,17.9,-79.52,98.4
Cincinnati Reds,Great American Ball Park,20,-85.7,2.2,-88.53,85.7
Cincinnati Reds,Great American Ball Park,21,-74.8,-12.7,-99.64,75.9
Cincinnati Reds,Great American Ball Park,22,-65.1,-25.5,-111.39,69.9
Cincinnati Reds,Great American Ball Park,23,-57.4,-34.9,-121.3,67.2
Cincinnati Reds,Great American Ball Park,24,-52.6,-39.4,-126.84,65.7
Cincinnati Reds,Great American Ball Park,25,-49.8,-42.7,-130.61,65.6
Cincinnati Reds,Great American Ball Park,26,-40.5,-50.1,-141.05,64.4
Cincinnati Reds,Great American Ball Park,27,-23.8,-58,-157.69,62.7
Cincinnati Reds,Great American Ball Park,28,-3,-62,-177.23,62.1
Cincinnati Reds,Great American Ball Park,29,9.7,-62,171.11,62.8
Cincinnati Reds,Great American Ball Park,30,23.3,-59.1,158.48,63.5
Cincinnati Reds,Great American Ball Park,31,37.3,-53.3,145.02,65.1
Cincinnati Reds,Great American Ball Park,32,46,-46.8,135.49,65.6
Cincinnati Reds,Great American Ball Park,33,56.1,-36.9,123.34,67.1
Cincinnati Reds,Great American Ball Park,34,67,-24.8,110.31,71.4
Cincinnati Reds,Great American Ball Park,35,78,-11.7,98.53,78.9
Cincinnati Reds,Great American Ball Park,36,88.2,1.3,89.16,88.2
Cincinnati Reds,Great American Ball Park,37,97,13,82.37,97.9
Cincinnati Reds,Great American Ball Park,38,103.7,22.1,77.97,106
Cincinnati Reds,Great American Ball Park,39,108.9,30.2,74.5,113
Cincinnati Reds,Great American Ball Park,40,116.1,42.7,69.81,123.7
Cincinnati Reds,Great American Ball Park,41,124.6,58.2,64.96,137.5
Cincinnati Reds,Great American Ball Park,42,133.7,75.2,60.64,153.4
Cincinnati Reds,Great American Ball Park,43,142.9,92.5,57.08,170.2
Cincinnati Reds,Great American Ball Park,44,151.3,108.7,54.31,186.3
Cincinnati Reds,Great American Ball Park,45,158.3,122.3,52.31,200
Cincinnati Reds,Great American Ball Park,46,163.3,132,51.05,210
Cincinnati Reds,Great American Ball Park,47,165.5,136.3,50.53,214.4
Cincinnati Reds,Great American Ball Park,48,167.9,138.8,50.42,217.8
Cleveland Guardians,Progressive Field,1,239.8,228.8,46.34,331.4
Cleveland Guardians,Progressive Field,2,231.8,240.6,43.93,334.1
Cleveland Guardians,Progressive Field,3,223.8,252.5,41.55,337.4
Cleveland Guardians,Progressive Field,4,215.8,264.4,39.22,341.3
Cleveland Guardians,Progressive Field,5,207.8,276.2,36.96,345.6
Cleveland Guardians,Progressive Field,6,199.9,288.2,34.75,350.7
Cleveland Guardians,Progressive Field,7,192,300,32.62,356.2
Cleveland Guardians,Progressive Field,8,184,311.9,30.54,362.1
