team,venue,pt_idx,x_ft,y_ft,angle_deg,dist_ft
New York Yankees,Yankee Stadium,44,-234.2,264.2,-41.56,353.1
New York Yankees,Yankee Stadium,45,-237.6,250,-43.54,344.9
New York Yankees,Yankee Stadium,46,-239.4,235.4,-45.48,335.7
New York Yankees,Yankee Stadium,47,-238.6,225.8,-46.58,328.5
New York Yankees,Yankee Stadium,48,-231.9,211,-47.7,313.5
Philadelphia Phillies,Citizens Bank Park,1,-236.7,210.1,-48.41,316.5
Philadelphia Phillies,Citizens Bank Park,2,-226.7,200,-48.58,302.3
Philadelphia Phillies,Citizens Bank Park,3,-216.8,189.8,-48.8,288.1
Philadelphia Phillies,Citizens Bank Park,4,-206.8,179.7,-49.01,274
Philadelphia Phillies,Citizens Bank Park,5,-196.9,169.5,-49.28,259.8
Philadelphia Phillies,Citizens Bank Park,6,-194.6,156.3,-51.23,249.6
Philadelphia Phillies,Citizens Bank Park,7,-190.1,143.5,-52.95,238.2
Philadelphia Phillies,Citizens Bank Park,8,-182.4,131.5,-54.21,224.9
Philadelphia Phillies,Citizens Bank Park,9,-174.7,119.5,-55.63,211.7
Philadelphia Phillies,Citizens Bank Park,10,-167,107.6,-57.21,198.7
Philadelphia Phillies,Citizens Bank Park,11,-159.4,95.6,-59.05,185.9
Philadelphia Phillies,Citizens Bank Park,12,-151.7,83.6,-61.14,173.2
Philadelphia Phillies,Citizens Bank Park,13,-144,71.7,-63.53,160.9
Philadelphia Phillies,Citizens Bank Park,14,-133.9,61.7,-65.26,147.4
Philadelphia Phillies,Citizens Bank Park,15,-123.7,51.8,-67.28,134.1
Philadelphia Phillies,Citizens Bank Park,16,-113.5,41.9,-69.74,121
Philadelphia Phillies,Citizens Bank Park,17,-103.3,32,-72.79,108.1
Philadelphia Phillies,Citizens Bank Park,18,-93.1,22.1,-76.65,95.7
Philadelphia Phillies,Citizens Bank Park,19,-82.8,12.2,-81.62,83.7
Philadelphia Phillies,Citizens Bank Park,20,-72.6,2.3,-88.19,72.6
Philadelphia Phillies,Citizens Bank Park,21,-62.4,-7.6,-96.94,62.9
Philadelphia Phillies,Citizens Bank Park,22,-52.2,-17.5,-108.53,55.1
Philadelphia Phillies,Citizens Bank Park,23,-42,-27.4,-123.12,50.1
Philadelphia Phillies,Citizens Bank Park,24,-31.8,-37.3,-139.55,49
Philadelphia Phillies,Citizens Bank Park,25,-21.2,-46.1,-155.3,50.7
Philadelphia Phillies,Citizens Bank Park,26,-7,-46.1,-171.37,46.6
Philadelphia Phillies,Citizens Bank Park,27,7.3,-46.1,171,46.7
Philadelphia Phillies,Citizens Bank Park,28,21.5,-46.1,155,50.9
Philadelphia Phillies,Citizens Bank Park,29,33,-39.6,140.19,51.5
Philadelphia Phillies,Citizens Bank Park,30,42.9,-29.5,124.51,52.1
Philadelphia Phillies,Citizens Bank Park,31,52.9,-19.4,110.14,56.3
Philadelphia Phillies,Citizens Bank Park,32,62.9,-9.2,98.32,63.6
Philadelphia Phillies,Citizens Bank Park,33,72.9,0.9,89.29,72.9
Philadelphia Phillies,Citizens Bank Park,34,82.9,11,82.44,83.6
Philadelphia Phillies,Citizens Bank Park,35,92.9,21.1,77.2,95.3
Philadelphia Phillies,Citizens Bank Park,36,102.9,31.2,73.13,107.5
Philadelphia Phillies,Citizens Bank Park,37,112.9,41.3,69.91,120.2
Philadelphia Phillies,Citizens Bank Park,38,122.9,51.5,67.26,133.3
Philadelphia Phillies,Citizens Bank Park,39,132.8,61.6,65.12,146.4
Philadelphia Phillies,Citizens Bank Park,40,142.8,71.7,63.34,159.8
Philadelphia Phillies,Citizens Bank Park,41,151.5,82.8,61.34,172.7
Philadelphia Phillies,Citizens Bank Park,42,158.9,95,59.13,185.1
Philadelphia Phillies,Citizens Bank Park,43,166.4,107.1,57.23,197.9
Philadelphia Phillies,Citizens Bank Park,44,173.8,119.2,55.56,210.7
Philadelphia Phillies,Citizens Bank Park,45,181.2,131.3,54.07,223.8
Philadelphia Phillies,Citizens Bank Park,46,188.7,143.4,52.77,237
Philadelphia Phillies,Citizens Bank Park,47,195,155.8,51.38,249.6
Philadelphia Phillies,Citizens Bank Park,48,194.8,169.8,48.92,258.4
Pittsburgh Pirates,PNC Park,1,-238.3,226.3,-46.48,328.6
Pittsburgh Pirates,PNC Park,2,-236.6,240.7,-44.51,337.5
Pittsburgh Pirates,PNC Park,3,-234.9,255.1,-42.64,346.8
Pittsburgh Pirates,PNC Park,4,-233.3,269.5,-40.88,356.5
Pittsburgh Pirates,PNC Park,5,-231.5,284,-39.18,366.4
Pittsburgh Pirates,PNC Park,6,-227.6,297.4,-37.43,374.5
Pittsburgh Pirates,PNC Park,7,-216.8,307.1,-35.22,375.9
Pittsburgh Pirates,PNC Park,8,-205.6,316.3,-33.02,377.2
Pittsburgh Pirates,PNC Park,9,-194.4,325.6,-30.84,379.2
Pittsburgh Pirates,PNC Park,10,-183.2,334.8,-28.69,381.6
Pittsburgh Pirates,PNC Park,11,-172,344.1,-26.56,384.7
Pittsburgh Pirates,PNC Park,12,-160.8,353.4,-24.47,388.3
Pittsburgh Pirates,PNC Park,13,-149.7,362.7,-22.43,392.4
Pittsburgh Pirates,PNC Park,14,-138.5,371.9,-20.43,396.9
Pittsburgh Pirates,PNC Park,15,-127.3,381.2,-18.47,401.9
Pittsburgh Pirates,PNC Park,16,-116.2,390.5,-16.57,407.4
Pittsburgh Pirates,PNC Park,17,-105,392.9,-14.96,406.7
Pittsburgh Pirates,PNC Park,18,-92.7,385.8,-13.51,396.8
Pittsburgh Pirates,PNC Park,19,-78.5,387.7,-11.45,395.6
Pittsburgh Pirates,PNC Park,20,-64.2,390.2,-9.34,395.4
Pittsburgh Pirates,PNC Park,21,-49.9,392.8,-7.24,396
Pittsburgh Pirates,PNC Park,22,-35.6,395.2,-5.15,396.8
Pittsburgh Pirates,PNC Park,23,-21.3,397.7,-3.07,398.3
Pittsburgh Pirates,PNC Park,24,-7,400.3,-1,400.4
Pittsburgh Pirates,PNC Park,25,7.4,400.8,1.06,400.9
Pittsburgh Pirates,PNC Park,26,21.6,397.8,3.11,398.4
Pittsburgh Pirates,PNC Park,27,35.8,394.9,5.18,396.5
Pittsburgh Pirates,PNC Park,28,50,391.9,7.27,395.1
Pittsburgh Pirates,PNC Park,29,64.2,389,9.37,394.3
Pittsburgh Pirates,PNC Park,30,78.1,385,11.47,392.8
Pittsburgh Pirates,PNC Park,31,91.1,378.5,13.53,389.3
Pittsburgh Pirates,PNC Park,32,104,371.7,15.63,386
Pittsburgh Pirates,PNC Park,33,117,365.3,17.76,383.6
Pittsburgh Pirates,PNC Park,34,130,358.8,19.92,381.6
Pittsburgh Pirates,PNC Park,35,143,352.3,22.09,380.2
Pittsburgh Pirates,PNC Park,36,154.4,343.7,24.19,376.8
Pittsburgh Pirates,PNC Park,37,162.6,331.7,26.11,369.4
Pittsburgh Pirates,PNC Park,38,170.8,319.8,28.11,362.6
Pittsburgh Pirates,PNC Park,39,179,307.8,30.18,356.1
Pittsburgh Pirates,PNC Park,40,187.2,295.8,32.33,350.1
Pittsburgh Pirates,PNC Park,41,195.3,283.8,34.53,344.5
Pittsburgh Pirates,PNC Park,42,203.6,271.8,36.84,339.6
Pittsburgh Pirates,PNC Park,43,211.7,259.8,39.18,335.1
Pittsburgh Pirates,PNC Park,44,220,247.9,41.59,331.4
Pittsburgh Pirates,PNC Park,45,228.2,235.9,44.05,328.2
Pittsburgh Pirates,PNC Park,46,236.4,223.9,46.56,325.6
Pittsburgh Pirates,PNC Park,47,234.5,212,47.88,316.1
Pittsburgh Pirates,PNC Park,48,224.3,201.6,48.05,301.6
San Diego Padres,Petco Park,1,-253.6,225.2,-48.39,339.2
San Diego Padres,Petco Park,2,-243.3,214.9,-48.55,324.6
San Diego Padres,Petco Park,3,-233,204.7,-48.7,310.1
San Diego Padres,Petco Park,4,-222.7,194.5,-48.87,295.7
San Diego Padres,Petco Park,5,-212.4,184.2,-49.07,281.1
San Diego Padres,Petco Park,6,-202.1,174,-49.27,266.7
San Diego Padres,Petco Park,7,-191.8,163.7,-49.52,252.2
San Diego Padres,Petco Park,8,-181.4,153.5,-49.76,237.6
San Diego Padres,Petco Park,9,-175.4,141.5,-51.11,225.4
San Diego Padres,Petco Park,10,-174.1,127.3,-53.83,215.7
San Diego Padres,Petco Park,11,-166.2,115.1,-55.3,202.2
San Diego Padres,Petco Park,12,-158.3,102.9,-56.97,188.8
San Diego Padres,Petco Park,13,-150.5,90.7,-58.92,175.7
San Diego Padres,Petco Park,14,-142.6,78.4,-61.2,162.7
San Diego Padres,Petco Park,15,-134.8,66.2,-63.84,150.2
San Diego Padres,Petco Park,16,-126.9,54,-66.95,137.9
San Diego Padres,Petco Park,17,-119,41.8,-70.65,126.1
San Diego Padres,Petco Park,18,-109.6,30.8,-74.3,113.8
San Diego Padres,Petco Park,19,-101.9,18.7,-79.6,103.6
San Diego Padres,Petco Park,20,-94.6,6.2,-86.25,94.8
San Diego Padres,Petco Park,21,-84.6,-4.3,-92.91,84.7
San Diego Padres,Petco Park,22,-74.5,-14.8,-101.24,76
San Diego Padres,Petco Park,23,-64.5,-25.3,-111.42,69.3
San Diego Padres,Petco Park,24,-52,-29.4,-119.48,59.7
San Diego Padres,Petco Park,25,-41.7,-39.6,-133.52,57.5
San Diego Padres,Petco Park,26,-31.4,-49.8,-147.77,58.9
San Diego Padres,Petco Park,27,-18.4,-56.2,-161.87,59.1
San Diego Padres,Petco Park,28,-4.9,-60.9,-175.4,61.1
San Diego Padres,Petco Park,29,9.7,-60.9,170.95,61.7
San Diego Padres,Petco Park,30,22.9,-55.2,157.47,59.8
San Diego Padres,Petco Park,31,35.1,-47.6,143.6,59.1
San Diego Padres,Petco Park,32,45.6,-37.6,129.51,59.1
San Diego Padres,Petco Park,33,58,-31.4,118.43,66
San Diego Padres,Petco Park,34,67.9,-20.7,106.95,71
San Diego Padres,Petco Park,35,77.7,-10.1,97.41,78.4
San Diego Padres,Petco Park,36,87.5,0.6,89.61,87.5
San Diego Padres,Petco Park,37,97.4,11.3,83.38,98.1
San Diego Padres,Petco Park,38,105.7,23.3,77.57,108.2
San Diego Padres,Petco Park,39,114.6,34.6,73.2,119.7
San Diego Padres,Petco Park,40,122.6,46.6,69.19,131.2
San Diego Padres,Petco Park,41,129.9,59.2,65.5,142.8
San Diego Padres,Petco Park,42,137.2,71.8,62.38,154.9
San Diego Padres,Petco Park,43,144.5,84.3,59.74,167.3
San Diego Padres,Petco Park,44,151.8,96.9,57.45,180.1
San Diego Padres,Petco Park,45,159.1,109.5,55.46,193.1
San Diego Padres,Petco Park,46,166.4,122.1,53.73,206.4
San Diego Padres,Petco Park,47,175.7,133.1,52.85,220.4
San Diego Padres,Petco Park,48,186,143.3,52.39,234.8
San Francisco Giants,Oracle Park,1,226.8,214.9,46.54,312.4
San Francisco Giants,Oracle Park,2,221.6,228.7,44.1,318.4
San Francisco Giants,Oracle Park,3,216.3,242.6,41.72,325
San Francisco Giants,Oracle Park,4,211,256.4,39.45,332.1
San Francisco Giants,Oracle Park,5,205.8,270.2,37.3,339.6
San Francisco Giants,Oracle Park,6,200.5,284,35.22,347.6
San Francisco Giants,Oracle Park,7,195.3,297.9,33.25,356.2
San Francisco Giants,Oracle Park,8,190.1,311.7,31.38,365.1
San Francisco Giants,Oracle Park,9,181.1,322.7,29.3,370
San Francisco Giants,Oracle Park,10,170.2,331.3,27.19,372.5
San Francisco Giants,Oracle Park,11,164.7,345,25.52,382.3
San Francisco Giants,Oracle Park,12,159.4,358.8,23.95,392.6
San Francisco Giants,Oracle Park,13,154,372.6,22.46,403.2
San Francisco Giants,Oracle Park,14,148.7,386.4,21.05,414
San Francisco Giants,Oracle Park,15,143.4,400.2,19.71,425.1
San Francisco Giants,Oracle Park,16,130.3,402.7,17.93,423.3
San Francisco Giants,Oracle Park,17,115.5,402.7,16,418.9
San Francisco Giants,Oracle Park,18,100.7,402.7,14.04,415.1
San Francisco Giants,Oracle Park,19,86,402.7,12.05,411.8
San Francisco Giants,Oracle Park,20,71.2,402.7,10.03,408.9
San Francisco Giants,Oracle Park,21,56.4,402.7,7.97,406.6
San Francisco Giants,Oracle Park,22,41.6,402.7,5.9,404.8
San Francisco Giants,Oracle Park,23,26.8,402.7,3.81,403.6
San Francisco Giants,Oracle Park,24,12,402.7,1.71,402.9
San Francisco Giants,Oracle Park,25,-2.8,402.7,-0.4,402.7
San Francisco Giants,Oracle Park,26,-17.6,402.7,-2.5,403.1
San Francisco Giants,Oracle Park,27,-32.4,402.7,-4.6,404
San Francisco Giants,Oracle Park,28,-47.2,402.7,-6.69,405.5
San Francisco Giants,Oracle Park,29,-62,402.7,-8.75,407.4
San Francisco Giants,Oracle Park,30,-75.9,400.4,-10.73,407.5
San Francisco Giants,Oracle Park,31,-87,390.7,-12.55,400.3
San Francisco Giants,Oracle Park,32,-98.3,381.1,-14.46,393.6
San Francisco Giants,Oracle Park,33,-109.6,371.6,-16.43,387.4
San Francisco Giants,Oracle Park,34,-120.9,362,-18.47,381.7
San Francisco Giants,Oracle Park,35,-132.2,352.5,-20.56,376.5
San Francisco Giants,Oracle Park,36,-143.5,343,-22.7,371.8
San Francisco Giants,Oracle Park,37,-154.8,333.4,-24.91,367.6
San Francisco Giants,Oracle Park,38,-166.2,324,-27.16,364.1
San Francisco Giants,Oracle Park,39,-177.4,314.4,-29.43,361
San Francisco Giants,Oracle Park,40,-188.7,304.8,-31.76,358.5
San Francisco Giants,Oracle Park,41,-200,295.3,-34.11,356.7
San Francisco Giants,Oracle Park,42,-211.4,285.8,-36.49,355.5
San Francisco Giants,Oracle Park,43,-222.7,276.3,-38.87,354.9
San Francisco Giants,Oracle Park,44,-233.9,266.7,-41.25,354.7
San Francisco Giants,Oracle Park,45,-243,255.3,-43.59,352.5
San Francisco Giants,Oracle Park,46,-248,241.4,-45.77,346.1
San Francisco Giants,Oracle Park,47,-255.4,228.7,-48.16,342.8
San Francisco Giants,Oracle Park,48,-246.3,218.2,-48.46,329.1
Seattle Mariners,T-Mobile Park,1,237.6,226.1,46.42,328
Seattle Mariners,T-Mobile Park,2,227.3,216.1,46.45,313.6
Seattle Mariners,T-Mobile Park,3,216.9,206,46.48,299.1
Seattle Mariners,T-Mobile Park,4,206.6,196,46.51,284.8
Seattle Mariners,T-Mobile Park,5,196.3,186,46.54,270.4
Seattle Mariners,T-Mobile Park,6,192,173.3,47.93,258.6
Seattle Mariners,T-Mobile Park,7,186.1,160.2,49.28,245.6
Seattle Mariners,T-Mobile Park,8,180.1,147.1,50.76,232.5
Seattle Mariners,T-Mobile Park,9,174.2,133.9,52.45,219.7
Seattle Mariners,T-Mobile Park,10,168.2,120.8,54.31,207.1
Seattle Mariners,T-Mobile Park,11,162.3,107.7,56.43,194.8
Seattle Mariners,T-Mobile Park,12,156.3,94.6,58.82,182.7
Seattle Mariners,T-Mobile Park,13,150.4,81.4,61.58,171
Seattle Mariners,T-Mobile Park,14,144.4,68.3,64.69,159.7
Seattle Mariners,T-Mobile Park,15,135.2,57.3,67.03,146.8
Seattle Mariners,T-Mobile Park,16,125.7,46.4,69.74,134
Seattle Mariners,T-Mobile Park,17,116.2,35.6,72.97,121.5
Seattle Mariners,T-Mobile Park,18,106.4,30.2,74.15,110.6
Seattle Mariners,T-Mobile Park,19,97.4,19,78.96,99.2
Seattle Mariners,T-Mobile Park,20,88.4,7.7,85.02,88.7
Seattle Mariners,T-Mobile Park,21,79.4,-3.6,92.6,79.5
Seattle Mariners,T-Mobile Park,22,70.4,-14.8,101.87,71.9
Seattle Mariners,T-Mobile Park,23,61.4,-26.1,113.03,66.7
Seattle Mariners,T-Mobile Park,24,52.3,-37.3,125.5,64.2
Seattle Mariners,T-Mobile Park,25,44.1,-47.6,137.19,64.9
Seattle Mariners,T-Mobile Park,26,40.7,-50.3,141.02,64.7
Seattle Mariners,T-Mobile Park,27,32.4,-55.7,149.81,64.4
Seattle Mariners,T-Mobile Park,28,20,-61.6,162.01,64.8
Seattle Mariners,T-Mobile Park,29,4.6,-65.7,175.99,65.9
Seattle Mariners,T-Mobile Park,30,-12.7,-65.6,-169.04,66.8
Seattle Mariners,T-Mobile Park,31,-31.1,-59,-152.21,66.7
Seattle Mariners,T-Mobile Park,32,-47.3,-45.7,-134.01,65.8
Seattle Mariners,T-Mobile Park,33,-57,-35,-121.55,66.9
Seattle Mariners,T-Mobile Park,34,-66.6,-24.3,-110.05,70.9
Seattle Mariners,T-Mobile Park,35,-76.2,-13.6,-100.12,77.4
Seattle Mariners,T-Mobile Park,36,-85.9,-2.9,-91.93,85.9
Seattle Mariners,T-Mobile Park,37,-95.5,7.9,-85.27,95.8
Seattle Mariners,T-Mobile Park,38,-105.1,18.6,-79.96,106.7
Seattle Mariners,T-Mobile Park,39,-114.7,29.3,-75.67,118.4
Seattle Mariners,T-Mobile Park,40,-125.9,34.4,-74.72,130.5
Seattle Mariners,T-Mobile Park,41,-135.7,45,-71.65,143
Seattle Mariners,T-Mobile Park,42,-145.5,55.6,-69.09,155.8
Seattle Mariners,T-Mobile Park,43,-154.8,66.4,-66.78,168.4
Seattle Mariners,T-Mobile Park,44,-161.2,79.4,-63.78,179.7
Seattle Mariners,T-Mobile Park,45,-167.6,92.3,-61.16,191.3
Seattle Mariners,T-Mobile Park,46,-174,105.2,-58.84,203.3
Seattle Mariners,T-Mobile Park,47,-180.4,118.1,-56.79,215.6
Seattle Mariners,T-Mobile Park,48,-186.8,131,-54.96,228.2
St. Louis Cardinals,Busch Stadium,1,-244.8,235.3,-46.13,339.5
St. Louis Cardinals,Busch Stadium,2,-246.9,249.6,-44.69,351.1
St. Louis Cardinals,Busch Stadium,3,-239.6,261.3,-42.52,354.5
St. Louis Cardinals,Busch Stadium,4,-229.2,271.5,-40.17,355.3
St. Louis Cardinals,Busch Stadium,5,-219,281.8,-37.85,356.9
St. Louis Cardinals,Busch Stadium,6,-208.7,292,-35.55,358.9
St. Louis Cardinals,Busch Stadium,7,-198.4,302.3,-33.28,361.6
St. Louis Cardinals,Busch Stadium,8,-188.2,312.6,-31.05,364.9
St. Louis Cardinals,Busch Stadium,9,-177.9,323,-28.84,368.8
St. Louis Cardinals,Busch Stadium,10,-167.7,333.2,-26.72,373
St. Louis Cardinals,Busch Stadium,11,-157.3,343.5,-24.6,377.8
St. Louis Cardinals,Busch Stadium,12,-147,353.7,-22.57,383
St. Louis Cardinals,Busch Stadium,13,-136.7,363.9,-20.59,388.7
St. Louis Cardinals,Busch Stadium,14,-125.2,372.4,-18.58,392.9
St. Louis Cardinals,Busch Stadium,15,-111.4,377,-16.46,393.1
St. Louis Cardinals,Busch Stadium,16,-97.6,381.4,-14.35,393.7
St. Louis Cardinals,Busch Stadium,17,-83.7,385.8,-12.24,394.8
St. Louis Cardinals,Busch Stadium,18,-69.9,390.3,-10.15,396.5
St. Louis Cardinals,Busch Stadium,19,-56.1,394.7,-8.09,398.7
St. Louis Cardinals,Busch Stadium,20,-42.2,399.2,-6.03,401.4
St. Louis Cardinals,Busch Stadium,21,-28.1,402,-4,403
St. Louis Cardinals,Busch Stadium,22,-13.6,402,-1.94,402.2
St. Louis Cardinals,Busch Stadium,23,1,402,0.14,402
St. Louis Cardinals,Busch Stadium,24,15.5,402,2.21,402.3
St. Louis Cardinals,Busch Stadium,25,30.1,402,4.28,403.1
St. Louis Cardinals,Busch Stadium,26,44.2,399.1,6.32,401.5
St. Louis Cardinals,Busch Stadium,27,57.9,394.5,8.35,398.7
St. Louis Cardinals,Busch Stadium,28,71.7,389.7,10.43,396.2
St. Louis Cardinals,Busch Stadium,29,85.4,385.1,12.5,394.5
St. Louis Cardinals,Busch Stadium,30,99.2,380.4,14.62,393.1
St. Louis Cardinals,Busch Stadium,31,113,375.7,16.74,392.3
St. Louis Cardinals,Busch Stadium,32,126.7,371,18.86,392
St. Louis Cardinals,Busch Stadium,33,138.7,363.3,20.9,388.9
St. Louis Cardinals,Busch Stadium,34,149,353.1,22.88,383.3
St. Louis Cardinals,Busch Stadium,35,159.4,342.8,24.94,378
St. Louis Cardinals,Busch Stadium,36,169.6,332.5,27.03,373.3
St. Louis Cardinals,Busch Stadium,37,179.8,322.2,29.16,369
St. Louis Cardinals,Busch Stadium,38,190,311.8,31.36,365.1
St. Louis Cardinals,Busch Stadium,39,200.3,301.6,33.59,362.1
St. Louis Cardinals,Busch Stadium,40,210.6,291.3,35.87,359.5
St. Louis Cardinals,Busch Stadium,41,220.8,281,38.16,357.4
St. Louis Cardinals,Busch Stadium,42,231.2,270.8,40.49,356.1
St. Louis Cardinals,Busch Stadium,43,240.9,260.1,42.81,354.5
St. Louis Cardinals,Busch Stadium,44,244.5,246.2,44.8,347
St. Louis Cardinals,Busch Stadium,45,247.6,232,46.86,339.3
St. Louis Cardinals,Busch Stadium,46,239.3,221.4,47.23,326
St. Louis Cardinals,Busch Stadium,47,229,211.1,47.33,311.5
St. Louis Cardinals,Busch Stadium,48,218.8,200.9,47.44,297
Tampa Bay Rays,Tropicana Field,1,-231.3,221.6,-46.23,320.3
Tampa Bay Rays,Tropicana Field,2,-230.5,213.8,-47.15,314.4
Tampa Bay Rays,Tropicana Field,3,-228.5,195.4,-49.46,300.7
Tampa Bay Rays,Tropicana Field,4,-226.1,173.6,-52.48,285.1
Tampa Bay Rays,Tropicana Field,5,-223.9,155.9,-55.15,272.8
Tampa Bay Rays,Tropicana Field,6,-221.5,148.4,-56.18,266.6
Tampa Bay Rays,Tropicana Field,7,-207.9,138.3,-56.37,249.7
Tampa Bay Rays,Tropicana Field,8,-196.9,128.9,-56.79,235.3
Tampa Bay Rays,Tropicana Field,9,-190.3,117.9,-58.22,223.9
Tampa Bay Rays,Tropicana Field,10,-181.2,100.3,-61.03,207.1
Tampa Bay Rays,Tropicana Field,11,-176.1,91.3,-62.6,198.4
Tampa Bay Rays,Tropicana Field,12,-165.1,81.2,-63.81,184
Tampa Bay Rays,Tropicana Field,13,-154.2,71.1,-65.25,169.8
Tampa Bay Rays,Tropicana Field,14,-143.2,61,-66.93,155.7
Tampa Bay Rays,Tropicana Field,15,-132.2,50.9,-68.94,141.7
Tampa Bay Rays,Tropicana Field,16,-121.3,40.9,-71.37,128
Tampa Bay Rays,Tropicana Field,17,-119.9,27,-77.31,122.9
Tampa Bay Rays,Tropicana Field,18,-117.1,13.6,-83.38,117.9
Tampa Bay Rays,Tropicana Field,19,-106.3,3.4,-88.17,106.4
Tampa Bay Rays,Tropicana Field,20,-95.4,-6.7,-94.02,95.6
Tampa Bay Rays,Tropicana Field,21,-84.5,-16.9,-101.31,86.2
Tampa Bay Rays,Tropicana Field,22,-73.7,-27.1,-110.19,78.5
Tampa Bay Rays,Tropicana Field,23,-62.8,-37.3,-120.71,73
Tampa Bay Rays,Tropicana Field,24,-51.9,-47.5,-132.47,70.4
Tampa Bay Rays,Tropicana Field,25,-41.2,-52.1,-141.66,66.4
Tampa Bay Rays,Tropicana Field,26,-29.8,-51.7,-150.04,59.7
Tampa Bay Rays,Tropicana Field,27,-17.8,-60.6,-163.63,63.2
Tampa Bay Rays,Tropicana Field,28,-4.2,-64.1,-176.25,64.2
Tampa Bay Rays,Tropicana Field,29,10.7,-63.7,170.46,64.6
Tampa Bay Rays,Tropicana Field,30,23.7,-58.1,157.81,62.7
Tampa Bay Rays,Tropicana Field,31,35.3,-48.8,144.12,60.2
Tampa Bay Rays,Tropicana Field,32,46.4,-51.3,137.87,69.2
Tampa Bay Rays,Tropicana Field,33,57.4,-41.3,125.74,70.7
Tampa Bay Rays,Tropicana Field,34,68.4,-31.3,114.59,75.2
Tampa Bay Rays,Tropicana Field,35,79.5,-21.3,105,82.3
Tampa Bay Rays,Tropicana Field,36,90.5,-11.4,97.18,91.2
Tampa Bay Rays,Tropicana Field,37,101.6,-1.4,90.79,101.6
Tampa Bay Rays,Tropicana Field,38,112.6,8.6,85.63,112.9
Tampa Bay Rays,Tropicana Field,39,121.1,19.8,80.71,122.7
Tampa Bay Rays,Tropicana Field,40,121.2,34.7,74.02,126.1
Tampa Bay Rays,Tropicana Field,41,130.2,45.4,70.78,137.9
Tampa Bay Rays,Tropicana Field,42,141.5,55.1,68.72,151.8
Tampa Bay Rays,Tropicana Field,43,152.8,64.9,66.99,166
Tampa Bay Rays,Tropicana Field,44,164.1,74.6,65.55,180.3
Tampa Bay Rays,Tropicana Field,45,175.4,84.3,64.33,194.6
Tampa Bay Rays,Tropicana Field,46,182.1,97,61.96,206.3
Tampa Bay Rays,Tropicana Field,47,186.6,111.2,59.21,217.2
Tampa Bay Rays,Tropicana Field,48,191.2,125.4,56.74,228.7
Texas Rangers,Globe Life Field,1,241.2,230.1,46.35,333.4
Texas Rangers,Globe Life Field,2,240.1,244.8,44.44,342.9
Texas Rangers,Globe Life Field,3,238.5,259.4,42.6,352.4
Texas Rangers,Globe Life Field,4,229.8,270.7,40.33,355.1
Texas Rangers,Globe Life Field,5,219.4,281.1,37.97,356.6
Texas Rangers,Globe Life Field,6,209,291.5,35.64,358.7
Texas Rangers,Globe Life Field,7,198.6,301.9,33.34,361.4
Texas Rangers,Globe Life Field,8,188.2,312.3,31.07,364.6
Texas Rangers,Globe Life Field,9,177.8,322.6,28.86,368.4
Texas Rangers,Globe Life Field,10,167.4,333,26.69,372.7
Texas Rangers,Globe Life Field,11,157,343.4,24.57,377.6
Texas Rangers,Globe Life Field,12,146.6,353.9,22.5,383.1
Texas Rangers,Globe Life Field,13,133.2,358,20.41,382
Texas Rangers,Globe Life Field,14,121.1,364.8,18.36,384.4
Texas Rangers,Globe Life Field,15,110.6,375.1,16.43,391.1
Texas Rangers,Globe Life Field,16,100.2,385.5,14.57,398.3
Texas Rangers,Globe Life Field,17,89.8,395.8,12.78,405.9
Texas Rangers,Globe Life Field,18,78.8,405.2,11.01,412.8
Texas Rangers,Globe Life Field,19,64.2,406.1,8.98,411.1
Texas Rangers,Globe Life Field,20,49.4,405.9,6.94,408.9
Texas Rangers,Globe Life Field,21,34.7,405.8,4.89,407.3
Texas Rangers,Globe Life Field,22,20,405.8,2.82,406.3
Texas Rangers,Globe Life Field,23,5.3,405.8,0.75,405.8
Texas Rangers,Globe Life Field,24,-9.4,405.7,-1.33,405.8
Texas Rangers,Globe Life Field,25,-24.1,405.6,-3.4,406.3
Texas Rangers,Globe Life Field,26,-38.8,405.6,-5.46,407.5
Texas Rangers,Globe Life Field,27,-53.5,405.5,-7.52,409
Texas Rangers,Globe Life Field,28,-67.1,400.7,-9.51,406.3
Texas Rangers,Globe Life Field,29,-80.7,395,-11.55,403.2
Texas Rangers,Globe Life Field,30,-94.2,389.3,-13.6,400.5
Texas Rangers,Globe Life Field,31,-107.8,383.5,-15.7,398.4
Texas Rangers,Globe Life Field,32,-121.3,377.8,-17.8,396.8
Texas Rangers,Globe Life Field,33,-134.6,371.6,-19.91,395.2
Texas Rangers,Globe Life Field,34,-145.4,361.8,-21.89,389.9
Texas Rangers,Globe Life Field,35,-155.9,351.4,-23.92,384.4
Texas Rangers,Globe Life Field,36,-166.3,341.1,-25.99,379.5
Texas Rangers,Globe Life Field,37,-176.7,330.7,-28.12,374.9
Texas Rangers,Globe Life Field,38,-187.1,320.3,-30.29,370.9
Texas Rangers,Globe Life Field,39,-197.5,309.8,-32.52,367.4
Texas Rangers,Globe Life Field,40,-207.9,299.4,-34.78,364.5
Texas Rangers,Globe Life Field,41,-218.4,289.1,-37.07,362.3
Texas Rangers,Globe Life Field,42,-228.6,278.5,-39.38,360.3
Texas Rangers,Globe Life Field,43,-235.6,265.9,-41.54,355.3
Texas Rangers,Globe Life Field,44,-239.9,251.9,-43.6,347.9
Texas Rangers,Globe Life Field,45,-244.2,237.8,-45.76,340.9
